DT_DATA,NR_ANO,NR_MES,NM_MES,NR_DIA,NR_DIA_SEMANA,NM_DIA_SEMANA,FLG_FINAL_SEMANA,FLG_FERIADO
2010-01-11,2010,1,January,11,2,Monday,false,false
2010-01-24,2010,1,January,24,1,Sunday,true,false
2010-05-08,2010,5,May,8,7,Saturday,true,false
2010-07-14,2010,7,July,14,4,Wednesday,false,false
2010-09-11,2010,9,September,11,7,Saturday,true,false
2010-09-19,2010,9,September,19,1,Sunday,true,false
2010-10-31,2010,10,October,31,1,Sunday,true,false
2010-11-20,2010,11,November,20,7,Saturday,true,false
2011-03-16,2011,3,March,16,4,Wednesday,false,false
2011-06-17,2011,6,June,17,6,Friday,false,false
2011-08-25,2011,8,August,25,5,Thursday,false,false
2011-11-23,2011,11,November,23,4,Wednesday,false,false
2012-01-17,2012,1,January,17,3,Tuesday,false,false
2012-02-21,2012,2,February,21,3,Tuesday,false,false
2012-05-14,2012,5,May,14,2,Monday,false,false
2012-05-18,2012,5,May,18,6,Friday,false,false
2012-06-22,2012,6,June,22,6,Friday,false,false
2012-07-04,2012,7,July,4,4,Wednesday,false,false
2012-07-07,2012,7,July,7,7,Saturday,true,false
2013-01-31,2013,1,January,31,5,Thursday,false,false
2013-03-14,2013,3,March,14,5,Thursday,false,false
2013-04-19,2013,4,April,19,6,Friday,false,false
2013-04-29,2013,4,April,29,2,Monday,false,false
2013-10-01,2013,10,October,1,3,Tuesday,false,false
2013-10-19,2013,10,October,19,7,Saturday,true,false
2013-11-19,2013,11,November,19,3,Tuesday,false,false
2014-02-13,2014,2,February,13,5,Thursday,false,false
2014-03-01,2014,3,March,1,7,Saturday,true,false
2014-03-10,2014,3,March,10,2,Monday,false,false
2014-04-10,2014,4,April,10,5,Thursday,false,false
2014-06-28,2014,6,June,28,7,Saturday,true,false
2014-08-15,2014,8,August,15,6,Friday,false,false
2014-09-20,2014,9,September,20,7,Saturday,true,false
2014-10-04,2014,10,October,4,7,Saturday,true,false
2014-11-09,2014,11,November,9,1,Sunday,true,false
2015-05-03,2015,5,May,3,1,Sunday,true,false
2015-06-16,2015,6,June,16,3,Tuesday,false,false
2015-09-06,2015,9,September,6,1,Sunday,true,false
2016-02-04,2016,2,February,4,5,Thursday,false,false
2016-02-14,2016,2,February,14,1,Sunday,true,false
2016-03-28,2016,3,March,28,2,Monday,false,false
2016-04-05,2016,4,April,5,3,Tuesday,false,false
2016-04-15,2016,4,April,15,6,Friday,false,false
2016-07-14,2016,7,July,14,5,Thursday,false,false
2016-08-09,2016,8,August,9,3,Tuesday,false,false
2017-02-27,2017,2,February,27,2,Monday,false,false
2017-03-11,2017,3,March,11,7,Saturday,true,false
2017-05-12,2017,5,May,12,6,Friday,false,false
2017-06-23,2017,6,June,23,6,Friday,false,false
2017-07-31,2017,7,July,31,2,Monday,false,false
2017-10-22,2017,10,October,22,1,Sunday,true,false
2017-10-26,2017,10,October,26,5,Thursday,false,false
2018-03-12,2018,3,March,12,2,Monday,false,false
2018-05-02,2018,5,May,2,4,Wednesday,false,false
2018-07-24,2018,7,July,24,3,Tuesday,false,false
2018-08-21,2018,8,August,21,3,Tuesday,false,false
2018-09-16,2018,9,September,16,1,Sunday,true,false
2018-09-19,2018,9,September,19,4,Wednesday,false,false
2018-11-27,2018,11,November,27,3,Tuesday,false,false
2018-12-17,2018,12,December,17,2,Monday,false,false
2019-03-19,2019,3,March,19,3,Tuesday,false,false
2019-03-27,2019,3,March,27,4,Wednesday,false,false
2019-05-08,2019,5,May,8,4,Wednesday,false,false
2019-06-05,2019,6,June,5,4,Wednesday,false,false
2019-06-24,2019,6,June,24,2,Monday,false,false
2020-02-02,2020,2,February,2,1,Sunday,true,false
2020-02-09,2020,2,February,9,1,Sunday,true,false
2020-06-04,2020,6,June,4,5,Thursday,false,false
2020-06-17,2020,6,June,17,4,Wednesday,false,false
2020-11-10,2020,11,November,10,3,Tuesday,false,false
2021-01-16,2021,1,January,16,7,Saturday,true,false
2021-03-23,2021,3,March,23,3,Tuesday,false,false
2021-04-08,2021,4,April,8,5,Thursday,false,false
2021-06-21,2021,6,June,21,2,Monday,false,false
2021-08-29,2021,8,August,29,1,Sunday,true,false
2021-10-29,2021,10,October,29,6,Friday,false,false
2021-12-02,2021,12,December,2,5,Thursday,false,false
2021-12-10,2021,12,December,10,6,Friday,false,false
2021-12-22,2021,12,December,22,4,Wednesday,false,false
2022-03-11,2022,3,March,11,6,Friday,false,false
2022-06-13,2022,6,June,13,2,Monday,false,false
2022-06-16,2022,6,June,16,5,Thursday,false,false
2022-07-10,2022,7,July,10,1,Sunday,true,false
2022-09-08,2022,9,September,8,5,Thursday,false,false
2022-11-04,2022,11,November,4,6,Friday,false,false
2022-11-30,2022,11,November,30,4,Wednesday,false,false
2022-12-09,2022,12,December,9,6,Friday,false,false
2023-01-31,2023,1,January,31,3,Tuesday,false,false
2023-03-12,2023,3,March,12,1,Sunday,true,false
2023-04-05,2023,4,April,5,4,Wednesday,false,false
2023-04-28,2023,4,April,28,6,Friday,false,false
2023-05-12,2023,5,May,12,6,Friday,false,false
2023-06-09,2023,6,June,9,6,Friday,false,false
2023-07-06,2023,7,July,6,5,Thursday,false,false
2023-08-05,2023,8,August,5,7,Saturday,true,false
2023-09-11,2023,9,September,11,2,Monday,false,false
2023-11-06,2023,11,November,6,2,Monday,false,false
2024-03-16,2024,3,March,16,7,Saturday,true,false
2024-05-22,2024,5,May,22,4,Wednesday,false,false
2024-05-24,2024,5,May,24,6,Friday,false,false
2024-12-24,2024,12,December,24,3,Tuesday,false,false
2025-01-08,2025,1,January,8,4,Wednesday,false,false
2025-01-15,2025,1,January,15,4,Wednesday,false,false
2025-03-05,2025,3,March,5,4,Wednesday,false,false
2025-04-07,2025,4,April,7,2,Monday,false,false
2025-04-21,2025,4,April,21,2,Monday,false,false
2025-07-26,2025,7,July,26,7,Saturday,true,false
2025-08-16,2025,8,August,16,7,Saturday,true,false
2025-10-27,2025,10,October,27,2,Monday,false,false
2025-11-28,2025,11,November,28,6,Friday,false,false
2026-01-16,2026,1,January,16,6,Friday,false,false
2026-02-11,2026,2,February,11,4,Wednesday,false,false
2026-02-24,2026,2,February,24,3,Tuesday,false,false
2026-04-17,2026,4,April,17,6,Friday,false,false
2026-05-26,2026,5,May,26,3,Tuesday,false,false
2026-05-29,2026,5,May,29,6,Friday,false,false
2026-07-06,2026,7,July,6,2,Monday,false,false
2026-07-21,2026,7,July,21,3,Tuesday,false,false
2026-10-18,2026,10,October,18,1,Sunday,true,false
2026-10-25,2026,10,October,25,1,Sunday,true,false
2026-11-17,2026,11,November,17,3,Tuesday,false,false
2027-01-26,2027,1,January,26,3,Tuesday,false,false
2027-02-24,2027,2,February,24,4,Wednesday,false,false
2027-03-02,2027,3,March,2,3,Tuesday,false,false
2027-03-14,2027,3,March,14,1,Sunday,true,false
2027-03-22,2027,3,March,22,2,Monday,false,false
2027-08-09,2027,8,August,9,2,Monday,false,false
2027-08-11,2027,8,August,11,4,Wednesday,false,false
2028-02-03,2028,2,February,3,5,Thursday,false,false
2028-03-18,2028,3,March,18,7,Saturday,true,false
2028-03-28,2028,3,March,28,3,Tuesday,false,false
2028-10-04,2028,10,October,4,4,Wednesday,false,false
2029-01-20,2029,1,January,20,7,Saturday,true,false
2029-02-12,2029,2,February,12,2,Monday,false,false
2029-03-09,2029,3,March,9,6,Friday,false,false
2029-05-06,2029,5,May,6,1,Sunday,true,false
2029-09-01,2029,9,September,1,7,Saturday,true,false
2029-10-16,2029,10,October,16,3,Tuesday,false,false
2030-02-01,2030,2,February,1,6,Friday,false,false
2030-02-20,2030,2,February,20,4,Wednesday,false,false
2030-05-07,2030,5,May,7,3,Tuesday,false,false
2030-06-19,2030,6,June,19,4,Wednesday,false,false
2030-07-10,2030,7,July,10,4,Wednesday,false,false
2030-09-02,2030,9,September,2,2,Monday,false,false
2030-09-04,2030,9,September,4,4,Wednesday,false,false
2030-11-06,2030,11,November,6,4,Wednesday,false,false
2030-11-22,2030,11,November,22,6,Friday,false,false
2030-12-07,2030,12,December,7,7,Saturday,true,false
2030-12-24,2030,12,December,24,3,Tuesday,false,false
2010-03-18,2010,3,March,18,5,Thursday,false,false
2010-05-31,2010,5,May,31,2,Monday,false,false
2010-06-20,2010,6,June,20,1,Sunday,true,false
2010-06-28,2010,6,June,28,2,Monday,false,false
2010-07-25,2010,7,July,25,1,Sunday,true,false
2010-11-06,2010,11,November,6,7,Saturday,true,false
2011-01-04,2011,1,January,4,3,Tuesday,false,false
2011-01-11,2011,1,January,11,3,Tuesday,false,false
2011-03-01,2011,3,March,1,3,Tuesday,false,false
2011-03-05,2011,3,March,5,7,Saturday,true,false
2011-03-07,2011,3,March,7,2,Monday,false,false
2011-04-18,2011,4,April,18,2,Monday,false,false
2011-05-08,2011,5,May,8,1,Sunday,true,false
2011-09-19,2011,9,September,19,2,Monday,false,false
2012-01-07,2012,1,January,7,7,Saturday,true,false
2012-03-13,2012,3,March,13,3,Tuesday,false,false
2012-03-16,2012,3,March,16,6,Friday,false,false
2012-08-20,2012,8,August,20,2,Monday,false,false
2012-08-28,2012,8,August,28,3,Tuesday,false,false
2012-10-01,2012,10,October,1,2,Monday,false,false
2012-11-19,2012,11,November,19,2,Monday,false,false
2012-12-21,2012,12,December,21,6,Friday,false,false
2013-02-04,2013,2,February,4,2,Monday,false,false
2013-03-22,2013,3,March,22,6,Friday,false,false
2013-05-22,2013,5,May,22,4,Wednesday,false,false
2013-07-06,2013,7,July,6,7,Saturday,true,false
2013-09-04,2013,9,September,4,4,Wednesday,false,false
2013-09-13,2013,9,September,13,6,Friday,false,false
2013-11-01,2013,11,November,1,6,Friday,false,false
2013-12-14,2013,12,December,14,7,Saturday,true,false
2013-12-17,2013,12,December,17,3,Tuesday,false,false
2014-02-02,2014,2,February,2,1,Sunday,true,false
2014-02-06,2014,2,February,6,5,Thursday,false,false
2014-05-20,2014,5,May,20,3,Tuesday,false,false
2014-06-15,2014,6,June,15,1,Sunday,true,false
2014-07-14,2014,7,July,14,2,Monday,false,false
2014-10-01,2014,10,October,1,4,Wednesday,false,false
2015-01-05,2015,1,January,5,2,Monday,false,false
2015-01-20,2015,1,January,20,3,Tuesday,false,false
2015-04-06,2015,4,April,6,2,Monday,false,false
2015-04-12,2015,4,April,12,1,Sunday,true,false
2015-10-02,2015,10,October,2,6,Friday,false,false
2015-12-04,2015,12,December,4,6,Friday,false,false
2015-12-06,2015,12,December,6,1,Sunday,true,false
2015-12-19,2015,12,December,19,7,Saturday,true,false
2016-01-25,2016,1,January,25,2,Monday,false,false
2016-02-09,2016,2,February,9,3,Tuesday,false,false
2016-02-13,2016,2,February,13,7,Saturday,true,false
2016-03-07,2016,3,March,7,2,Monday,false,false
2016-04-04,2016,4,April,4,2,Monday,false,false
2016-05-25,2016,5,May,25,4,Wednesday,false,false
2016-09-30,2016,9,September,30,6,Friday,false,false
2016-12-02,2016,12,December,2,6,Friday,false,false
2017-02-07,2017,2,February,7,3,Tuesday,false,false
2017-02-23,2017,2,February,23,5,Thursday,false,false
2017-05-28,2017,5,May,28,1,Sunday,true,false
2017-07-04,2017,7,July,4,3,Tuesday,false,false
2017-08-01,2017,8,August,1,3,Tuesday,false,false
2017-08-30,2017,8,August,30,4,Wednesday,false,false
2017-09-01,2017,9,September,1,6,Friday,false,false
2018-01-03,2018,1,January,3,4,Wednesday,false,false
2018-01-21,2018,1,January,21,1,Sunday,true,false
2018-02-13,2018,2,February,13,3,Tuesday,false,false
2018-02-24,2018,2,February,24,7,Saturday,true,false
2018-03-13,2018,3,March,13,3,Tuesday,false,false
2018-03-16,2018,3,March,16,6,Friday,false,false
2018-04-12,2018,4,April,12,5,Thursday,false,false
2018-05-22,2018,5,May,22,3,Tuesday,false,false
2018-12-10,2018,12,December,10,2,Monday,false,false
2019-03-31,2019,3,March,31,1,Sunday,true,false
2019-04-23,2019,4,April,23,3,Tuesday,false,false
2019-06-13,2019,6,June,13,5,Thursday,false,false
2019-08-25,2019,8,August,25,1,Sunday,true,false
2019-09-27,2019,9,September,27,6,Friday,false,false
2019-11-02,2019,11,November,2,7,Saturday,true,false
2019-12-25,2019,12,December,25,4,Wednesday,false,true
2019-12-26,2019,12,December,26,5,Thursday,false,false
2020-01-25,2020,1,January,25,7,Saturday,true,false
2020-02-20,2020,2,February,20,5,Thursday,false,false
2020-03-09,2020,3,March,9,2,Monday,false,false
2020-04-06,2020,4,April,6,2,Monday,false,false
2020-05-20,2020,5,May,20,4,Wednesday,false,false
2020-06-06,2020,6,June,6,7,Saturday,true,false
2020-07-06,2020,7,July,6,2,Monday,false,false
2020-08-11,2020,8,August,11,3,Tuesday,false,false
2020-09-27,2020,9,September,27,1,Sunday,true,false
2020-10-30,2020,10,October,30,6,Friday,false,false
2020-12-19,2020,12,December,19,7,Saturday,true,false
2021-05-04,2021,5,May,4,3,Tuesday,false,false
2021-05-12,2021,5,May,12,4,Wednesday,false,false
2021-06-12,2021,6,June,12,7,Saturday,true,false
2021-11-18,2021,11,November,18,5,Thursday,false,false
2021-11-29,2021,11,November,29,2,Monday,false,false
2022-01-26,2022,1,January,26,4,Wednesday,false,false
2022-02-02,2022,2,February,2,4,Wednesday,false,false
2022-03-07,2022,3,March,7,2,Monday,false,false
2022-06-12,2022,6,June,12,1,Sunday,true,false
2022-09-12,2022,9,September,12,2,Monday,false,false
2022-10-24,2022,10,October,24,2,Monday,false,false
2022-12-31,2022,12,December,31,7,Saturday,true,false
2023-02-12,2023,2,February,12,1,Sunday,true,false
2023-02-28,2023,2,February,28,3,Tuesday,false,false
2023-04-06,2023,4,April,6,5,Thursday,false,false
2023-09-30,2023,9,September,30,7,Saturday,true,false
2023-12-15,2023,12,December,15,6,Friday,false,false
2024-01-05,2024,1,January,5,6,Friday,false,false
2024-03-24,2024,3,March,24,1,Sunday,true,false
2024-04-23,2024,4,April,23,3,Tuesday,false,false
2024-04-24,2024,4,April,24,4,Wednesday,false,false
2024-06-07,2024,6,June,7,6,Friday,false,false
2024-07-19,2024,7,July,19,6,Friday,false,false
2024-08-20,2024,8,August,20,3,Tuesday,false,false
2024-08-29,2024,8,August,29,5,Thursday,false,false
2024-09-10,2024,9,September,10,3,Tuesday,false,false
2024-09-19,2024,9,September,19,5,Thursday,false,false
2024-11-30,2024,11,November,30,7,Saturday,true,false
2024-12-19,2024,12,December,19,5,Thursday,false,false
2025-05-18,2025,5,May,18,1,Sunday,true,false
2025-06-08,2025,6,June,8,1,Sunday,true,false
2025-08-17,2025,8,August,17,1,Sunday,true,false
2025-10-10,2025,10,October,10,6,Friday,false,false
2026-01-17,2026,1,January,17,7,Saturday,true,false
2026-02-19,2026,2,February,19,5,Thursday,false,false
2026-03-03,2026,3,March,3,3,Tuesday,false,false
2026-05-28,2026,5,May,28,5,Thursday,false,false
2026-06-20,2026,6,June,20,7,Saturday,true,false
2026-09-30,2026,9,September,30,4,Wednesday,false,false
2026-10-10,2026,10,October,10,7,Saturday,true,false
2026-12-05,2026,12,December,5,7,Saturday,true,false
2027-03-10,2027,3,March,10,4,Wednesday,false,false
2027-05-06,2027,5,May,6,5,Thursday,false,false
2027-06-18,2027,6,June,18,6,Friday,false,false
2027-07-10,2027,7,July,10,7,Saturday,true,false
2027-09-09,2027,9,September,9,5,Thursday,false,false
2027-11-18,2027,11,November,18,5,Thursday,false,false
2028-01-03,2028,1,January,3,2,Monday,false,false
2028-01-08,2028,1,January,8,7,Saturday,true,false
2028-01-24,2028,1,January,24,2,Monday,false,false
2028-01-27,2028,1,January,27,5,Thursday,false,false
2028-03-17,2028,3,March,17,6,Friday,false,false
2029-01-31,2029,1,January,31,4,Wednesday,false,false
2029-02-08,2029,2,February,8,5,Thursday,false,false
2029-03-23,2029,3,March,23,6,Friday,false,false
2029-04-25,2029,4,April,25,4,Wednesday,false,false
2029-06-22,2029,6,June,22,6,Friday,false,false
2029-09-05,2029,9,September,5,4,Wednesday,false,false
2029-11-20,2029,11,November,20,3,Tuesday,false,false
2030-04-08,2030,4,April,8,2,Monday,false,false
2030-05-01,2030,5,May,1,4,Wednesday,false,false
2030-07-29,2030,7,July,29,2,Monday,false,false
2030-08-10,2030,8,August,10,7,Saturday,true,false
2030-08-21,2030,8,August,21,4,Wednesday,false,false
2030-09-19,2030,9,September,19,5,Thursday,false,false
2030-11-19,2030,11,November,19,3,Tuesday,false,false
2010-02-28,2010,2,February,28,1,Sunday,true,false
2010-07-18,2010,7,July,18,1,Sunday,true,false
2010-08-24,2010,8,August,24,3,Tuesday,false,false
2010-11-14,2010,11,November,14,1,Sunday,true,false
2011-03-23,2011,3,March,23,4,Wednesday,false,false
2011-03-28,2011,3,March,28,2,Monday,false,false
2011-06-02,2011,6,June,2,5,Thursday,false,false
2011-06-23,2011,6,June,23,5,Thursday,false,false
2011-08-30,2011,8,August,30,3,Tuesday,false,false
2011-09-02,2011,9,September,2,6,Friday,false,false
2011-10-08,2011,10,October,8,7,Saturday,true,false
2011-11-21,2011,11,November,21,2,Monday,false,false
2012-01-06,2012,1,January,6,6,Friday,false,false
2012-02-07,2012,2,February,7,3,Tuesday,false,false
2012-04-27,2012,4,April,27,6,Friday,false,false
2012-10-21,2012,10,October,21,1,Sunday,true,false
2012-12-04,2012,12,December,4,3,Tuesday,false,false
2012-12-07,2012,12,December,7,6,Friday,false,false
2013-03-08,2013,3,March,8,6,Friday,false,false
2013-03-16,2013,3,March,16,7,Saturday,true,false
2013-07-19,2013,7,July,19,6,Friday,false,false
2013-08-29,2013,8,August,29,5,Thursday,false,false
2013-09-27,2013,9,September,27,6,Friday,false,false
2014-03-18,2014,3,March,18,3,Tuesday,false,false
2014-03-30,2014,3,March,30,1,Sunday,true,false
2014-04-04,2014,4,April,4,6,Friday,false,false
2014-05-06,2014,5,May,6,3,Tuesday,false,false
2014-10-06,2014,10,October,6,2,Monday,false,false
2014-11-25,2014,11,November,25,3,Tuesday,false,false
2015-01-13,2015,1,January,13,3,Tuesday,false,false
2015-02-03,2015,2,February,3,3,Tuesday,false,false
2015-02-20,2015,2,February,20,6,Friday,false,false
2015-02-25,2015,2,February,25,4,Wednesday,false,false
2015-04-15,2015,4,April,15,4,Wednesday,false,false
2015-05-09,2015,5,May,9,7,Saturday,true,false
2015-05-17,2015,5,May,17,1,Sunday,true,false
2015-05-31,2015,5,May,31,1,Sunday,true,false
2015-09-25,2015,9,September,25,6,Friday,false,false
2015-11-19,2015,11,November,19,5,Thursday,false,false
2015-12-22,2015,12,December,22,3,Tuesday,false,false
2016-01-31,2016,1,January,31,1,Sunday,true,false
2016-03-13,2016,3,March,13,1,Sunday,true,false
2016-04-02,2016,4,April,2,7,Saturday,true,false
2016-04-07,2016,4,April,7,5,Thursday,false,false
2016-05-27,2016,5,May,27,6,Friday,false,false
2016-08-07,2016,8,August,7,1,Sunday,true,false
2016-09-06,2016,9,September,6,3,Tuesday,false,false
2016-09-12,2016,9,September,12,2,Monday,false,false
2017-01-28,2017,1,January,28,7,Saturday,true,false
2017-03-22,2017,3,March,22,4,Wednesday,false,false
2017-05-06,2017,5,May,6,7,Saturday,true,false
2017-05-29,2017,5,May,29,2,Monday,false,false
2017-06-09,2017,6,June,9,6,Friday,false,false
2017-07-10,2017,7,July,10,2,Monday,false,false
2017-07-25,2017,7,July,25,3,Tuesday,false,false
2017-08-22,2017,8,August,22,3,Tuesday,false,false
2017-08-23,2017,8,August,23,4,Wednesday,false,false
2017-09-23,2017,9,September,23,7,Saturday,true,false
2017-10-21,2017,10,October,21,7,Saturday,true,false
2018-02-01,2018,2,February,1,5,Thursday,false,false
2018-04-04,2018,4,April,4,4,Wednesday,false,false
2018-04-21,2018,4,April,21,7,Saturday,true,false
2018-08-18,2018,8,August,18,7,Saturday,true,false
2018-09-07,2018,9,September,7,6,Friday,false,false
2018-09-18,2018,9,September,18,3,Tuesday,false,false
2018-09-22,2018,9,September,22,7,Saturday,true,false
2018-10-16,2018,10,October,16,3,Tuesday,false,false
2018-10-20,2018,10,October,20,7,Saturday,true,false
2018-10-21,2018,10,October,21,1,Sunday,true,false
2018-12-27,2018,12,December,27,5,Thursday,false,false
2019-01-23,2019,1,January,23,4,Wednesday,false,false
2019-02-17,2019,2,February,17,1,Sunday,true,false
2019-08-19,2019,8,August,19,2,Monday,false,false
2019-10-01,2019,10,October,1,3,Tuesday,false,false
2019-12-13,2019,12,December,13,6,Friday,false,false
2020-01-01,2020,1,January,1,4,Wednesday,false,true
2020-02-15,2020,2,February,15,7,Saturday,true,false
2020-03-14,2020,3,March,14,7,Saturday,true,false
2020-04-07,2020,4,April,7,3,Tuesday,false,false
2020-04-25,2020,4,April,25,7,Saturday,true,false
2020-05-03,2020,5,May,3,1,Sunday,true,false
2020-07-13,2020,7,July,13,2,Monday,false,false
2020-08-23,2020,8,August,23,1,Sunday,true,false
2020-11-28,2020,11,November,28,7,Saturday,true,false
2020-12-14,2020,12,December,14,2,Monday,false,false
2021-04-27,2021,4,April,27,3,Tuesday,false,false
2021-12-16,2021,12,December,16,5,Thursday,false,false
2022-01-15,2022,1,January,15,7,Saturday,true,false
2022-02-21,2022,2,February,21,2,Monday,false,false
2022-04-15,2022,4,April,15,6,Friday,false,false
2022-05-16,2022,5,May,16,2,Monday,false,false
2022-06-23,2022,6,June,23,5,Thursday,false,false
2022-10-18,2022,10,October,18,3,Tuesday,false,false
2023-01-05,2023,1,January,5,5,Thursday,false,false
2023-01-14,2023,1,January,14,7,Saturday,true,false
2023-03-06,2023,3,March,6,2,Monday,false,false
2023-03-23,2023,3,March,23,5,Thursday,false,false
2023-06-04,2023,6,June,4,1,Sunday,true,false
2023-07-14,2023,7,July,14,6,Friday,false,false
2023-07-29,2023,7,July,29,7,Saturday,true,false
2023-08-23,2023,8,August,23,4,Wednesday,false,false
2023-09-25,2023,9,September,25,2,Monday,false,false
2023-09-26,2023,9,September,26,3,Tuesday,false,false
2023-10-20,2023,10,October,20,6,Friday,false,false
2023-12-06,2023,12,December,6,4,Wednesday,false,false
2024-01-28,2024,1,January,28,1,Sunday,true,false
2024-05-27,2024,5,May,27,2,Monday,false,false
2024-06-04,2024,6,June,4,3,Tuesday,false,false
2024-07-23,2024,7,July,23,3,Tuesday,false,false
2024-07-25,2024,7,July,25,5,Thursday,false,false
2024-08-07,2024,8,August,7,4,Wednesday,false,false
2024-10-03,2024,10,October,3,5,Thursday,false,false
2024-10-08,2024,10,October,8,3,Tuesday,false,false
2024-12-30,2024,12,December,30,2,Monday,false,false
2025-01-30,2025,1,January,30,5,Thursday,false,false
2025-06-04,2025,6,June,4,4,Wednesday,false,false
2025-09-05,2025,9,September,5,6,Friday,false,false
2025-09-06,2025,9,September,6,7,Saturday,true,false
2025-10-17,2025,10,October,17,6,Friday,false,false
2025-11-27,2025,11,November,27,5,Thursday,false,false
2026-01-03,2026,1,January,3,7,Saturday,true,false
2026-01-31,2026,1,January,31,7,Saturday,true,false
2026-03-19,2026,3,March,19,5,Thursday,false,false
2026-04-28,2026,4,April,28,3,Tuesday,false,false
2026-08-09,2026,8,August,9,1,Sunday,true,false
2026-12-22,2026,12,December,22,3,Tuesday,false,false
2027-02-15,2027,2,February,15,2,Monday,false,false
2027-03-16,2027,3,March,16,3,Tuesday,false,false
2027-05-16,2027,5,May,16,1,Sunday,true,false
2027-12-14,2027,12,December,14,3,Tuesday,false,false
2027-12-20,2027,12,December,20,2,Monday,false,false
2027-12-21,2027,12,December,21,3,Tuesday,false,false
2027-12-24,2027,12,December,24,6,Friday,false,false
2028-03-07,2028,3,March,7,3,Tuesday,false,false
2028-05-26,2028,5,May,26,6,Friday,false,false
2028-08-06,2028,8,August,6,1,Sunday,true,false
2028-09-30,2028,9,September,30,7,Saturday,true,false
2028-10-18,2028,10,October,18,4,Wednesday,false,false
2028-10-29,2028,10,October,29,1,Sunday,true,false
2028-11-02,2028,11,November,2,5,Thursday,false,false
2028-11-20,2028,11,November,20,2,Monday,false,false
2029-01-18,2029,1,January,18,5,Thursday,false,false
2029-05-18,2029,5,May,18,6,Friday,false,false
2029-07-21,2029,7,July,21,7,Saturday,true,false
2029-08-05,2029,8,August,5,1,Sunday,true,false
2029-10-25,2029,10,October,25,5,Thursday,false,false
2029-11-13,2029,11,November,13,3,Tuesday,false,false
2030-02-18,2030,2,February,18,2,Monday,false,false
2030-05-08,2030,5,May,8,4,Wednesday,false,false
2030-08-13,2030,8,August,13,3,Tuesday,false,false
2030-09-13,2030,9,September,13,6,Friday,false,false
2030-12-08,2030,12,December,8,1,Sunday,true,false
2030-12-31,2030,12,December,31,3,Tuesday,false,false
2010-08-01,2010,8,August,1,1,Sunday,true,false
2010-10-15,2010,10,October,15,6,Friday,false,false
2010-10-30,2010,10,October,30,7,Saturday,true,false
2010-11-04,2010,11,November,4,5,Thursday,false,false
2010-11-23,2010,11,November,23,3,Tuesday,false,false
2011-03-14,2011,3,March,14,2,Monday,false,false
2011-04-22,2011,4,April,22,6,Friday,false,false
2011-08-09,2011,8,August,9,3,Tuesday,false,false
2011-08-20,2011,8,August,20,7,Saturday,true,false
2011-11-24,2011,11,November,24,5,Thursday,false,false
2011-12-02,2011,12,December,2,6,Friday,false,false
2012-03-05,2012,3,March,5,2,Monday,false,false
2012-03-26,2012,3,March,26,2,Monday,false,false
2012-04-21,2012,4,April,21,7,Saturday,true,false
2012-07-12,2012,7,July,12,5,Thursday,false,false
2012-07-27,2012,7,July,27,6,Friday,false,false
2012-09-07,2012,9,September,7,6,Friday,false,false
2013-01-25,2013,1,January,25,6,Friday,false,false
2013-04-01,2013,4,April,1,2,Monday,false,false
2013-04-04,2013,4,April,4,5,Thursday,false,false
2013-10-25,2013,10,October,25,6,Friday,false,false
2013-11-26,2013,11,November,26,3,Tuesday,false,false
2013-12-25,2013,12,December,25,4,Wednesday,false,true
2014-01-28,2014,1,January,28,3,Tuesday,false,false
2014-02-05,2014,2,February,5,4,Wednesday,false,false
2014-06-30,2014,6,June,30,2,Monday,false,false
2014-07-09,2014,7,July,9,4,Wednesday,false,false
2014-07-20,2014,7,July,20,1,Sunday,true,false
2014-08-30,2014,8,August,30,7,Saturday,true,false
2014-09-11,2014,9,September,11,5,Thursday,false,false
2014-10-18,2014,10,October,18,7,Saturday,true,false
2014-12-15,2014,12,December,15,2,Monday,false,false
2015-07-23,2015,7,July,23,5,Thursday,false,false
2015-08-06,2015,8,August,6,5,Thursday,false,false
2015-09-11,2015,9,September,11,6,Friday,false,false
2015-11-11,2015,11,November,11,4,Wednesday,false,false
2015-12-11,2015,12,December,11,6,Friday,false,false
2016-02-20,2016,2,February,20,7,Saturday,true,false
2016-03-23,2016,3,March,23,4,Wednesday,false,false
2016-04-12,2016,4,April,12,3,Tuesday,false,false
2016-05-02,2016,5,May,2,2,Monday,false,false
2016-05-19,2016,5,May,19,5,Thursday,false,false
2016-07-08,2016,7,July,8,6,Friday,false,false
2016-07-27,2016,7,July,27,4,Wednesday,false,false
2016-09-01,2016,9,September,1,5,Thursday,false,false
2016-10-14,2016,10,October,14,6,Friday,false,false
2016-10-21,2016,10,October,21,6,Friday,false,false
2016-10-23,2016,10,October,23,1,Sunday,true,false
2017-03-17,2017,3,March,17,6,Friday,false,false
2017-05-08,2017,5,May,8,2,Monday,false,false
2017-06-14,2017,6,June,14,4,Wednesday,false,false
2017-06-15,2017,6,June,15,5,Thursday,false,false
2017-07-15,2017,7,July,15,7,Saturday,true,false
2017-10-12,2017,10,October,12,5,Thursday,false,false
2017-10-25,2017,10,October,25,4,Wednesday,false,false
2017-11-19,2017,11,November,19,1,Sunday,true,false
2017-11-20,2017,11,November,20,2,Monday,false,false
2017-11-28,2017,11,November,28,3,Tuesday,false,false
2017-12-19,2017,12,December,19,3,Tuesday,false,false
